Time,Production
2005-01-12,41.9414
2005-01-13,42.2486
2005-01-14,42.6471
2005-01-15,42.6301
2005-01-16,42.5210
2005-01-17,43.1786
2005-01-18,43.1541
2005-01-19,43.1959
2005-01-20,43.0185
2005-01-21,42.1311
2005-01-22,42.5798
2005-01-23,42.4689
2005-01-24,42.8876
2005-01-25,43.1128
2005-01-26,43.2431
2005-01-27,43.4462
2005-01-28,43.3234
2005-01-29,43.3999
2005-01-30,43.3522
2005-01-31,43.0945
2005-02-01,43.3064
2005-02-02,43.0764
2005-02-03,43.1010
2005-02-04,43.2591
2005-02-05,43.1837
2005-02-06,43.0096
2005-02-07,43.0081
2005-02-08,43.0896
2005-02-09,42.9483
2005-02-10,43.1483
2005-02-11,43.1619
2005-02-12,43.2307
2005-02-13,42.9533
2005-02-14,43.3134
2005-02-15,43.4301
2005-02-16,43.0189
2005-02-17,42.7933
2005-02-18,42.7530
2005-02-19,43.6134
2005-02-20,43.6066
2005-02-21,43.5670
2005-02-22,43.4831
2005-02-23,43.6278
2005-02-24,43.8558
2005-02-25,43.8722
2005-02-26,43.6771
2005-02-27,43.5032
2005-02-28,43.4731
2005-03-01,43.6069
2005-03-02,42.1939
2005-03-03,42.0911
2005-03-04,41.9108
2005-03-05,42.1153
2005-03-06,42.3609
2005-03-07,42.5176
2005-03-08,44.8411
2005-03-09,45.6984
2005-03-10,45.6951
2005-03-11,45.8123
2005-03-12,44.6212
2005-03-13,45.5860
2005-03-14,46.0867
2005-03-15,45.2561
2005-03-16,45.6323
2005-03-17,45.7650
2005-03-18,45.3564
2005-03-19,45.1703
2005-03-20,45.4151
2005-03-21,45.7069
2005-03-22,45.1774
2005-03-23,44.5326
2005-03-24,44.3146
2005-03-25,44.6271
2005-03-26,44.9534
2005-03-27,45.0981
2005-03-28,44.8842
2005-03-29,44.7407
2005-03-30,45.5109
2005-03-31,45.3330
2005-04-01,45.0310
2005-04-02,45.0072
2005-04-03,45.2192
2005-04-04,44.8993
2005-04-05,45.2205
2005-04-06,45.3215
2005-04-07,44.9015
2005-04-08,45.1047
2005-04-09,45.4127
2005-04-10,45.5497
2005-04-11,45.3044
2005-04-12,45.3324
2005-04-13,45.5715
2005-04-14,45.3397
2005-04-15,45.3533
2005-04-16,45.4204
2005-04-17,45.2376
2005-04-18,45.2007
2005-04-19,45.3231
2005-04-20,45.3009
2005-04-21,45.5823
2005-04-22,45.5259
2005-04-23,45.3259
2005-04-24,45.3928
2005-04-25,45.4390
2005-04-26,45.3594
2005-04-27,45.3397
2005-04-28,45.4133
2005-04-29,45.4406
2005-04-30,45.4270
2005-05-01,45.6940
2005-05-02,45.3380
2005-05-03,45.3437
2005-05-04,45.4216
2005-05-05,45.3639
2005-05-06,45.3295
2005-05-07,45.4046
2005-05-08,45.3975
2005-05-09,45.4216
2005-05-10,45.2845
2005-05-11,45.3567
2005-05-12,45.3973
2005-05-13,45.3721
2005-05-14,45.4456
2005-05-15,17.9138
2005-05-16,23.5076
2005-05-17,23.6933
2005-05-18,23.9354
2005-05-19,43.8422
2005-05-20,45.8678
2005-05-21,45.8105
2005-05-22,45.2990
2005-05-23,45.7707
2005-05-24,45.1533
2005-05-25,46.2049
2005-05-26,42.6842
2005-05-27,43.3053
2005-05-28,43.7190
2005-05-29,44.4233
2005-05-30,44.9287
2005-05-31,45.5411
2005-06-01,45.4944
2005-06-02,45.5694
2005-06-03,45.4867
2005-06-04,45.5813
2005-06-05,38.1845
2005-06-06,41.1508
2005-06-07,43.6045
2005-06-08,44.1520
2005-06-09,44.2736
2005-06-10,45.4022
2005-06-11,45.1025
2005-06-12,45.2331
2005-06-13,45.2433
2005-06-14,44.9054
2005-06-15,45.0895
2005-06-16,45.1614
2005-06-17,44.8993
2005-06-18,45.2596
2005-06-19,45.1513
2005-06-20,45.3009
2005-06-21,45.3184
2005-06-22,45.2461
2005-06-23,45.2658
2005-06-24,38.2184
2005-06-25,45.1732
2005-06-26,45.2271
2005-06-27,45.1428
2005-06-28,43.7878
2005-06-29,45.5978
2005-06-30,45.2136
2005-07-01,45.2893
2005-07-02,45.1220
2005-07-03,45.1698
2005-07-04,45.5136
2005-07-05,45.3806
2005-07-06,45.3566
2005-07-07,45.4697
2005-07-08,45.1738
2005-07-09,45.3388
2005-07-10,45.1706
2005-07-11,45.2164
2005-07-12,45.3856
2005-07-13,45.4980
2005-07-14,45.2937
2005-07-15,45.2111
2005-07-16,45.2389
2005-07-17,45.5851
2005-07-18,45.2694
2005-07-19,45.5564
2005-07-20,45.4007
2005-07-21,45.2578
2005-07-22,45.2349
2005-07-23,45.3943
2005-07-24,45.2114
2005-07-25,45.2939
2005-07-26,45.4162
2005-07-27,45.3858
2005-07-28,45.4101
2005-07-29,45.3749
2005-07-30,45.4075
2005-07-31,45.4478
2005-08-01,45.4339
2005-08-02,45.4966
2005-08-03,45.4287
2005-08-04,45.6963
2005-08-05,45.5803
2005-08-06,45.5924
2005-08-07,45.5575
2005-08-08,45.4612
2005-08-09,45.5674
2005-08-10,45.5444
2005-08-11,45.5364
2005-08-12,45.5787
2005-08-13,45.4697
2005-08-14,45.5334
2005-08-15,45.3022
2005-08-16,45.2198
2005-08-17,45.0102
2005-08-18,44.9886
2005-08-19,44.6836
2005-08-20,44.8065
2005-08-21,44.9212
2005-08-22,44.8691
2005-08-23,45.1237
2005-08-24,44.8489
2005-08-25,44.8558
2005-08-26,44.9202
2005-08-27,44.9359
2005-08-28,44.8865
2005-08-29,44.9136
2005-08-30,44.9508
2005-08-31,44.8503
2005-09-01,44.6755
2005-09-02,44.7631
2005-09-03,45.5470
2005-09-04,45.0908
2005-09-05,45.1828
2005-09-06,45.4319
2005-09-07,45.3208
2005-09-08,44.0305
2005-09-09,45.0573
2005-09-10,45.3734
2005-09-11,44.6371
2005-09-12,44.7251
2005-09-13,44.7626
2005-09-14,44.8797
2005-09-15,44.4659
2005-09-16,44.7065
2005-09-17,44.1564
2005-09-18,44.1567
2005-09-19,44.7957
2005-09-20,43.8355
2005-09-21,44.0119
2005-09-22,43.8296
2005-09-23,43.7261
2005-09-24,43.4962
2005-09-25,43.5066
2005-09-26,43.6234
2005-09-27,43.7954
2005-09-28,44.1137
2005-09-29,44.3396
2005-09-30,43.8771
2005-10-01,43.9022
2005-10-02,43.6841
2005-10-03,43.9035
2005-10-04,42.7427
2005-10-05,44.0267
2005-10-06,43.5937
2005-10-07,43.9442
2005-10-08,43.7975
2005-10-09,44.1305
2005-10-10,43.8430
2005-10-11,44.0504
2005-10-12,44.0898
2005-10-13,44.2459
2005-10-14,44.8070
2005-10-15,45.0905
2005-10-16,44.9425
2005-10-17,45.1663
2005-10-18,45.5278
2005-10-19,45.8363
2005-10-20,45.7647
2005-10-21,45.9290
2005-10-22,45.8596
2005-10-23,46.1611
2005-10-24,45.2680
2005-10-25,45.1253
2005-10-26,45.0401
2005-10-27,44.7113
2005-10-28,44.5075
2005-10-29,44.4481
2005-10-30,44.7874
2005-10-31,44.8896
2005-11-01,44.7559
2005-11-02,44.6665
2005-11-03,44.4986
2005-11-04,43.9221
2005-11-05,43.8120
2005-11-06,44.4295
2005-11-07,44.2830
2005-11-08,43.9525
2005-11-09,44.4026
2005-11-10,44.4906
2005-11-11,44.6316
2005-11-12,44.6945
2005-11-13,44.6269
2005-11-14,44.3202
2005-11-15,44.4036
2005-11-16,44.6639
2005-11-17,44.3684
2005-11-18,44.3978
2005-11-19,44.3304
2005-11-20,44.5688
2005-11-21,44.3766
2005-11-22,44.3755
2005-11-23,44.2837
2005-11-24,44.0048
2005-11-25,43.9503
2005-11-26,44.2350
2005-11-27,44.4232
2005-11-28,44.2768
2005-11-29,44.3596
2005-11-30,44.4659
2005-12-01,44.1774
2005-12-02,44.2298
2005-12-03,44.1751
2005-12-04,44.1071
2005-12-05,44.1647
2005-12-06,44.3241
2005-12-07,44.2983
2005-12-08,44.3311
2005-12-09,44.1785
2005-12-10,44.4249
2005-12-11,44.2727
2005-12-12,44.3383
2005-12-13,44.2907
2005-12-14,44.2532
2005-12-15,44.2117
2005-12-16,44.1898
2005-12-17,44.2761
2005-12-18,44.2505
2005-12-19,44.1566
2005-12-20,44.2956
2005-12-21,44.1605
2005-12-22,44.3818
2005-12-23,44.7455
2005-12-24,44.6540
2005-12-25,44.5142
2005-12-26,44.7670
2005-12-27,44.6161
2005-12-28,44.6741
2005-12-29,44.6362
2005-12-30,44.6667
2005-12-31,44.7352
2006-01-01,44.8532
2006-01-02,44.8625
2006-01-03,44.7292
2006-01-04,44.7146
2006-01-05,44.5326
2006-01-06,44.4824
2006-01-07,44.4517
2006-01-08,44.3845
2006-01-09,44.3997
2006-01-10,44.4038
2006-01-11,44.3237
2006-01-12,44.2863
2006-01-13,44.2373
2006-01-14,44.3710
2006-01-15,44.2611
2006-01-16,44.3479
2006-01-17,44.2919
2006-01-18,44.2885
2006-01-19,44.3007
2006-01-20,44.2575
2006-01-21,44.2998
2006-01-22,44.3350
2006-01-23,44.3034
2006-01-24,44.2977
2006-01-25,44.3114
2006-01-26,44.3554
2006-01-27,44.3198
2006-01-28,44.2962
2006-01-29,44.3319
2006-01-30,44.4118
2006-01-31,44.3805
2006-02-01,44.3302
2006-02-02,44.3515
2006-02-03,44.3557
2006-02-04,44.3778
2006-02-05,44.2559
2006-02-06,44.2945
2006-02-07,44.3517
2006-02-08,44.3150
2006-02-09,44.2287
2006-02-10,44.3014
2006-02-11,44.3541
2006-02-12,44.3251
2006-02-13,44.3564
2006-02-14,44.3671
2006-02-15,44.3968
2006-02-16,44.3741
2006-02-17,44.4503
2006-02-18,44.3423
2006-02-19,44.3548
2006-02-20,44.4792
2006-02-21,44.3854
2006-02-22,44.2829
2006-02-23,44.2304
2006-02-24,44.1703
2006-02-25,44.1494
2006-02-26,44.2020
2006-02-27,44.1345
2006-02-28,44.1576
2006-03-01,44.0865
2006-03-02,44.0850
2006-03-03,44.0150
2006-03-04,44.1218
2006-03-05,44.1562
2006-03-06,44.3392
2006-03-07,43.8365
2006-03-08,44.1632
2006-03-09,43.6563
2006-03-10,43.6262
2006-03-11,43.6595
2006-03-12,43.5467
2006-03-13,43.6121
2006-03-14,43.5703
2006-03-15,43.6166
2006-03-16,43.5682
2006-03-17,43.4065
2006-03-18,43.5311
2006-03-19,43.4493
2006-03-20,43.8515
2006-03-21,43.7492
2006-03-22,43.6276
2006-03-23,43.7415
2006-03-24,44.0033
2006-03-25,43.9901
2006-03-26,43.2488
2006-03-27,43.6049
2006-03-28,44.1896
2006-03-29,44.2837
2006-03-30,44.1159
2006-03-31,44.0257
2006-04-01,44.0036
2006-04-02,43.7413
2006-04-03,43.8324
2006-04-04,44.1625
2006-04-05,44.1251
2006-04-06,43.9826
2006-04-07,43.7771
2006-04-08,44.0719
2006-04-09,43.6121
2006-04-10,43.4586
2006-04-11,43.6212
2006-04-12,43.7398
2006-04-13,43.9520
2006-04-14,44.3511
2006-04-15,44.1070
2006-04-16,44.0735
2006-04-17,44.3486
2006-04-18,43.8578
2006-04-19,44.0117
2006-04-20,44.2397
2006-04-21,43.9598
2006-04-22,43.8460
2006-04-23,44.1617
2006-04-24,43.7512
2006-04-25,43.9807
2006-04-26,43.7896
2006-04-27,44.0693
2006-04-28,43.9739
2006-04-29,44.3547
2006-04-30,44.1095
2006-05-01,44.1139
2006-05-02,43.2067
2006-05-03,44.0791
2006-05-04,43.4283
2006-05-05,43.7166
2006-05-06,43.6844
2006-05-07,43.3493
2006-05-08,43.6884
2006-05-09,44.5381
2006-05-10,44.0128
2006-05-11,43.9059
2006-05-12,43.8155
2006-05-13,43.9885
2006-05-14,43.5636
2006-05-15,43.6510
2006-05-16,43.8533
2006-05-17,43.6275
2006-05-18,43.7909
2006-05-19,43.8893
2006-05-20,44.0235
2006-05-21,43.9194
2006-05-22,44.1164
2006-05-23,43.9671
2006-05-24,44.1786
2006-05-25,43.7134
2006-05-26,43.8142
2006-05-27,43.7446
2006-05-28,43.5562
2006-05-29,43.6636
2006-05-30,43.4806
2006-05-31,43.6287
2006-06-01,43.5100
2006-06-02,43.9663
2006-06-03,43.3688
2006-06-04,43.1470
2006-06-05,43.2153
2006-06-06,43.3177
2006-06-07,43.0819
2006-06-08,43.1930
2006-06-09,43.2135
2006-06-10,42.9025
2006-06-11,42.8965
2006-06-12,42.7057
2006-06-13,43.0774
2006-06-14,43.1500
2006-06-15,43.7292
2006-06-16,43.8858
2006-06-17,43.7169
2006-06-18,44.0950
2006-06-19,43.8105
2006-06-20,43.2840
2006-06-21,43.9291
2006-06-22,43.9899
2006-06-23,44.0585
2006-06-24,43.9722
2006-06-25,44.0048
2006-06-26,43.3645
2006-06-27,43.5356
2006-06-28,43.7658
2006-06-29,43.8147
2006-06-30,43.5375
2006-07-01,43.6084
2006-07-02,43.5215
2006-07-03,43.5993
2006-07-04,43.5643
2006-07-05,43.6240
2006-07-06,43.6262
2006-07-07,43.7893
2006-07-08,43.6569
2006-07-09,43.7031
2006-07-10,43.8194
2006-07-11,43.8571
2006-07-12,43.9062
2006-07-13,43.7567
2006-07-14,43.8565
2006-07-15,44.0882
2006-07-16,43.9346
2006-07-17,43.9971
2006-07-18,43.9314
2006-07-19,43.9520
2006-07-20,43.8184
2006-07-21,44.0508
2006-07-22,43.8508
2006-07-23,43.7749
2006-07-24,43.6892
2006-07-25,43.8175
2006-07-26,43.9096
2006-07-27,43.8681
2006-07-28,43.9252
2006-07-29,43.7284
2006-07-30,43.8272
2006-07-31,43.8132
2006-08-01,43.8560
2006-08-02,43.7891
2006-08-03,43.8944
2006-08-04,43.8297
2006-08-05,43.6769
2006-08-06,44.3400
2006-08-07,44.2510
2006-08-08,43.9536
2006-08-09,43.6970
2006-08-10,43.4411
2006-08-11,43.8418
2006-08-12,43.7010
2006-08-13,43.8480
2006-08-14,43.7743
2006-08-15,43.8144
2006-08-16,43.8320
2006-08-17,43.8867
2006-08-18,43.6781
2006-08-19,43.7326
2006-08-20,43.7090
2006-08-21,43.7945
2006-08-22,43.7482
2006-08-23,43.8716
2006-08-24,43.7130
2006-08-25,43.6076
2006-08-26,43.6487
2006-08-27,44.6777
2006-08-28,44.7525
2006-08-29,44.5027
2006-08-30,44.4797
2006-08-31,44.3687
2006-09-01,44.1896
2006-09-02,43.9351
2006-09-03,43.8372
2006-09-04,43.8558
2006-09-05,44.0819
2006-09-06,43.9424
2006-09-07,43.9869
2006-09-08,43.7597
2006-09-09,43.7925
2006-09-10,44.0883
2006-09-11,43.8485
2006-09-12,43.9974
2006-09-13,43.9272
2006-09-14,44.0070
2006-09-15,44.1257
2006-09-16,43.8963
2006-09-17,43.8286
2006-09-18,43.5368
2006-09-19,43.8288
2006-09-20,43.8303
2006-09-21,43.3608
2006-09-22,43.7445
2006-09-23,44.0971
2006-09-24,43.6064
2006-09-25,43.6845
2006-09-26,43.8246
2006-09-27,43.9879
2006-09-28,43.8199
2006-09-29,44.0338
2006-09-30,43.8332
2006-10-01,43.5683
2006-10-02,43.9250
2006-10-03,43.9370
2006-10-04,43.8168
2006-10-05,44.2316
2006-10-06,43.9644
2006-10-07,43.6419
2006-10-08,43.3413
2006-10-09,43.6941
2006-10-10,44.1716
2006-10-11,43.8227
2006-10-12,44.1500
2006-10-13,43.9197
2006-10-14,43.9631
2006-10-15,43.8571
2006-10-16,43.9672
2006-10-17,43.6672
2006-10-18,43.7071
2006-10-19,43.7750
2006-10-20,43.6049
2006-10-21,43.5083
2006-10-22,43.6019
2006-10-23,43.5170
2006-10-24,43.6110
2006-10-25,43.6041
2006-10-26,43.5843
2006-10-27,43.5963
2006-10-28,43.6119
2006-10-29,43.6809
2006-10-30,43.6537
2006-10-31,43.5553
2006-11-01,43.4452
2006-11-02,43.8987
2006-11-03,43.6420
2006-11-04,43.7684
2006-11-05,43.9651
2006-11-06,43.7526
2006-11-07,43.8910
2006-11-08,44.1074
2006-11-09,44.4088
2006-11-10,43.9226
2006-11-11,43.7129
2006-11-12,43.6965
2006-11-13,43.8909
2006-11-14,43.9296
2006-11-15,43.8027
2006-11-16,43.6791
2006-11-17,43.7006
2006-11-18,43.7419
2006-11-19,43.6618
2006-11-20,43.9859
2006-11-21,43.7329
2006-11-22,43.7451
2006-11-23,43.7687
2006-11-24,44.2735
2006-11-25,44.4025
2006-11-26,44.2159
2006-11-27,44.3023
2006-11-28,44.1314
2006-11-29,43.8995
2006-11-30,43.8680
2006-12-01,44.0100
2006-12-02,43.8098
2006-12-03,43.8339
2006-12-04,43.5818
2006-12-05,43.6257
2006-12-06,43.7101
2006-12-07,43.7378
2006-12-08,43.6560
2006-12-09,43.7286
2006-12-10,43.7953
2006-12-11,43.7058
2006-12-12,43.7886
2006-12-13,43.8465
2006-12-14,43.9173
2006-12-15,43.8067
2006-12-16,43.7053
2006-12-17,43.6356
2006-12-18,43.7667
2006-12-19,43.7040
2006-12-20,43.9593
2006-12-21,43.8577
2006-12-22,43.9570
2006-12-23,44.0389
2006-12-24,44.1219
2006-12-25,43.8736
2006-12-26,43.8178
2006-12-27,43.1035
2006-12-28,43.2894
2006-12-29,43.6491
2006-12-30,43.6939
2006-12-31,43.8600
2007-01-01,43.9381
2007-01-02,43.9196
2007-01-03,43.7753
2007-01-04,43.8329
2007-01-05,43.6440
2007-01-06,43.8217
2007-01-07,43.9705
2007-01-08,43.8304
2007-01-09,43.9371
2007-01-10,43.8295
2007-01-11,43.7076
2007-01-12,43.6894
2007-01-13,43.6834
2007-01-14,43.6613
2007-01-15,43.5916
2007-01-16,43.7270
2007-01-17,43.7543
2007-01-18,44.6242
2007-01-19,44.8563
2007-01-20,44.7346
2007-01-21,44.7957
2007-01-22,44.8358
2007-01-23,44.6673
2007-01-24,44.3747
2007-01-25,44.3847
2007-01-26,44.2391
2007-01-27,43.7644
2007-01-28,44.1569
2007-01-29,44.0121
2007-01-30,43.9706
2007-01-31,43.8406
2007-02-01,43.8531
2007-02-02,43.9026
2007-02-03,43.8880
2007-02-04,43.7780
2007-02-05,43.9006
2007-02-06,43.9337
2007-02-07,43.6292
2007-02-08,43.5890
2007-02-09,43.6781
2007-02-10,44.0495
2007-02-11,43.4993
2007-02-12,43.4750
2007-02-13,42.8350
2007-02-14,43.1936
2007-02-15,43.2045
2007-02-16,42.5030
2007-02-17,42.1560
2007-02-18,41.6344
2007-02-19,41.4752
2007-02-20,40.0983
2007-02-21,40.0560
2007-02-22,40.1467
2007-02-23,40.5564
2007-02-24,40.4762
2007-02-25,40.0337
2007-02-26,40.1634
2007-02-27,40.2019
2007-02-28,40.3234
2007-03-01,40.1893
2007-03-02,39.9662
2007-03-03,39.7982
2007-03-04,39.7283
2007-03-05,39.8631
2007-03-06,39.7736
2007-03-07,39.9237
2007-03-08,39.6370
2007-03-09,40.0047
2007-03-10,40.0512
2007-03-11,39.7082
2007-03-12,39.5058
2007-03-13,39.4394
2007-03-14,39.3909
2007-03-15,39.3535
2007-03-16,39.4485
2007-03-17,39.2352
2007-03-18,38.9601
2007-03-19,38.9282
2007-03-20,38.8210
2007-03-21,38.5866
2007-03-22,34.8147
2007-03-23,38.8545
2007-03-24,38.7464
2007-03-25,38.8980
2007-03-26,39.1412
2007-03-27,38.8689
2007-03-28,38.6316
2007-03-29,38.1048
2007-03-30,37.6176
2007-03-31,37.8170
2007-04-01,37.8828
2007-04-02,38.2729
2007-04-03,38.2157
2007-04-04,38.2515
2007-04-05,38.1894
2007-04-06,38.1471
2007-04-07,38.1065
2007-04-08,37.9241
2007-04-09,37.9566
2007-04-10,38.3655
2007-04-11,38.3251
2007-04-12,38.2560
2007-04-13,37.6291
2007-04-14,37.6807
2007-04-15,35.8643
2007-04-16,36.3533
2007-04-17,36.7842
2007-04-18,36.4123
2007-04-19,36.5950
2007-04-20,36.7529
2007-04-21,36.8254
2007-04-22,36.7130
2007-04-23,36.6292
2007-04-24,35.7655
2007-04-25,36.2437
2007-04-26,36.4161
2007-04-27,36.2599
2007-04-28,36.3289
2007-04-29,36.2067
2007-04-30,36.2399
2007-05-01,36.3668
2007-05-02,36.6876
2007-05-03,37.0259
2007-05-04,36.5373
2007-05-05,36.7224
2007-05-06,37.0082
2007-05-07,37.1604
2007-05-08,37.0382
2007-05-09,37.5320
2007-05-10,37.9855
2007-05-11,39.0862
2007-05-12,34.4348
2007-05-13,33.1732
2007-05-14,32.4784
2007-05-15,25.0221
2007-05-16,20.8622
2007-05-17,20.9712
2007-05-18,21.0940
2007-05-19,20.9494
2007-05-20,21.0099
2007-05-21,21.0682
2007-05-22,20.9543
2007-05-23,20.8685
2007-05-24,20.9664
2007-05-25,20.8958
2007-05-26,20.7977
2007-05-27,20.9293
2007-05-28,21.0123
2007-05-29,20.8459
2007-05-30,20.9371
2007-05-31,20.9506
2007-06-01,20.8591
2007-06-02,21.1186
2007-06-03,21.1594
2007-06-04,21.0943
2007-06-05,21.1898
2007-06-06,21.2119
2007-06-07,21.1857
2007-06-08,21.2104
2007-06-09,21.0992
2007-06-10,21.1639
2007-06-11,21.2207
2007-06-12,21.1795
2007-06-13,20.7968
2007-06-14,20.4671
2007-06-15,20.4035
2007-06-16,20.4780
2007-06-17,20.3983
2007-06-18,20.4421
2007-06-19,20.4083
2007-06-20,20.1951
2007-06-21,20.4622
2007-06-22,20.3691
2007-06-23,20.3792
2007-06-24,20.4648
2007-06-25,20.4150
2007-06-26,20.4458
2007-06-27,20.4393
2007-06-28,20.4336
2007-06-29,20.5430
2007-06-30,20.4450
2007-07-01,20.2862
2007-07-02,20.2330
2007-07-03,20.6376
2007-07-04,17.3063
2007-07-05,20.3245
2007-07-06,20.3454
2007-07-07,20.2455
2007-07-08,20.4555
2007-07-09,20.4388
2007-07-10,20.5366
2007-07-11,20.5053
2007-07-12,20.4194
2007-07-13,20.5993
2007-07-14,20.7082
2007-07-15,20.6039
2007-07-16,20.6835
2007-07-17,20.6374
2007-07-18,20.7112
2007-07-19,20.7101
2007-07-20,20.5320
2007-07-21,20.6972
2007-07-22,20.7150
2007-07-23,20.6815
2007-07-24,20.6384
2007-07-25,20.7012
2007-07-26,20.8056
2007-07-27,20.8708
2007-07-28,20.8113
2007-07-29,20.8453
2007-07-30,20.7462
